 AC_NAME , CANDIDATE_NAME , SEX , AGE , CATEGORY , PARTY , SYMBOL , GENERAL , POSTAL , TOTAL , %_VOTES_POLLED , TOTAL_ELECTORS 
Akkalkuwa ,1 ADV. K. C. PADAVI,MALE,61,ST,INC,Hand,82509,261,82770,41.2554578623123,278888
Akkalkuwa ,2 AAMSHYA FULJI PADAVI,MALE,51,ST,SHS,Bow and Arrow,80532,142,80674,40.2107382817952,278888
Akkalkuwa ,3 NAGESH DILVARSING PADVI,MALE,44,ST,IND,Gas Stove,21583,81,21664,10.7980939848875,278888
Akkalkuwa ,4 NOTA,,,,NOTA,NOTA,4856,1,4857,2.42089837908966,278888
Akkalkuwa ,5 ADV. KAILAS PRATAPSING VASAVE,MALE,28,ST,AAAP,Broom,4034,21,4055,2.02115357776582,278888
Akkalkuwa ,6 BHARAT JALYA PAWARA,MALE,27,ST,IND,Cot,3782,2,3784,1.88607771597185,278888
Akkalkuwa ,7 DR.SANJAY RAVLYA VALVI,MALE,27,ST,BTP,Auto- Rickshaw,2808,16,2824,1.40758019817772,278888
Shahada ,1 Rajesh Udesing Padvi,MALE,50,ST,BJP,Lotus,94405,526,94931,45.1207977451721,320555
Shahada ,2 Adv.Padmakar Vijaysing Valvi,MALE,51,ST,INC,Hand,86510,430,86940,41.3226675792446,320555
Shahada ,3 Eng.Jelsing Bijala Pawara,MALE,59,ST,IND,Cup & Saucer,20853,160,21013,9.98749958411164,320555
Shahada ,4 Mali Jaysing Devchand,MALE,66,ST,CPIM,"Hammer, Sickle and Star",4052,8,4060,1.92972199645425,320555
Shahada ,5 NOTA,,,,NOTA,NOTA,3443,6,3449,1.63931309501742,320555
Nandurbar ,1 VIJAYKUMAR KRUSHNARAO GAVIT,MALE,64,ST,BJP,Lotus,120825,780,121605,64.5157011815013,339098
Nandurbar ,2 UDESING KOCHARU PADVI,MALE,71,ST,INC,Hand,50955,254,51209,27.1681636594178,339098
Nandurbar ,3 DIPA SHAMSHON VALVI,FEMALE,33,ST,VBA,Gas Cylinder,6683,51,6734,3.57262227503992,339098
Nandurbar ,4 NOTA,,,,NOTA,NOTA,3497,24,3521,1.86801351803023,339098
Nandurbar ,5 ANANDA SUKALAL KOLI,MALE,52,ST,IND,Cup & Saucer,2040,7,2047,1.08600501886052,339098
Nandurbar ,6 VIPUL RAMSING VASAVE,MALE,25,ST,BSP,Elephant,1921,4,1925,1.02127975637836,339098
Nandurbar ,7 Adv.PRAKASH MOHAN GANGURDE,MALE,31,ST,SWP,Bat,1437,11,1448,0.768214590771875,339098
Nawapur ,1 Naik Shirishkumar Surupsing,MALE,47,ST,INC,Hand,74395,257,74652,34.2970555399861,287977
Nawapur ,2 Sharad Krushnarao Gavit,MALE,56,ST,IND,Cup & Saucer,63240,77,63317,29.0894639879079,287977
Nawapur ,3 Gavit Bharat Manikrao,MALE,48,ST,BJP,Lotus,58342,237,58579,26.9127045019135,287977
Nawapur ,4 Dr. Ulhas Jayant Vasave,MALE,45,ST,BTP,Auto- Rickshaw,5969,40,6009,2.76068969002541,287977
Nawapur ,5 Jagan Hurji Gavit,MALE,49,ST,VBA,Gas Cylinder,5458,4,5462,2.50938377216155,287977
Nawapur ,6 NOTA,,,,NOTA,NOTA,4949,1,4950,2.27415775763451,287977
Nawapur ,7 Dr. Rakesh Rajya Gavit,MALE,41,ST,IND,Air Conditioner,1286,,1286,0.590821591175349,287977
Nawapur ,8 Adv. Prakash Mohan Gangurde,MALE,31,ST,IND,Bat,1141,13,1154,0.530177384305095,287977
Nawapur ,9 Arjunsing Diwansing Vasave,MALE,54,ST,IND,Road Roller,1038,1,1039,0.477343416198435,287977
Nawapur ,10 Ramu Maharya Valvi,MALE,49,ST,PPID,Black Board,735,3,738,0.339056247501872,287977
Nawapur ,11 Dr. Sunil Kuthya Gavit,MALE,41,ST,AAAP,Broom,475,2,477,0.219146111190234,287977
Sakri ,1 Manjula Tulshiram Gavit,FEMALE,56,ST,IND,Telephone,75738,428,76166,36.6010245172947,342992
Sakri ,2 Mohan Gokul Suryawanshi,MALE,55,ST,BJP,Lotus,68498,403,68901,33.1098809214889,342992
Sakri ,3 Dhanaji Sitaram Ahire,MALE,66,ST,INC,Hand,25187,115,25302,12.1586944612634,342992
Sakri ,4 Yashwant Devman Malache,MALE,49,ST,VBA,Gas Cylinder,14006,26,14032,6.74297686666859,342992
Sakri ,5 Rajkumar Pandit Sonawane,MALE,50,ST,IND,Whistle,9055,3,9058,4.35275687416506,342992
Sakri ,6 NOTA,,,,NOTA,NOTA,4140,7,4147,1.99281107939529,342992
Sakri ,7 Nandu Rajaram Malache,MALE,43,ST,BTP,Auto- Rickshaw,3742,1,3743,1.79867177964228,342992
Sakri ,8 Hiraman Deva Sabale,MALE,60,ST,IND,Cup & Saucer,2865,7,2872,1.38011898240252,342992
Sakri ,9 Rangnath Rama Bhavare,MALE,56,ST,BSP,Elephant,2274,2,2276,1.09371546098473,342992
Sakri ,10 Chaure Sandip Shantaraam,MALE,34,ST,IND,Tractor Chalata Kissan,1598,3,1601,0.769349056694442,342992
Dhule Rural,1 Kunalbaba Rohidas Patil,MALE,45,GENERAL,INC,Hand,124610,965,125575,51.1826107513033,372989
Dhule Rural,2 Maisaheb Dnyanjyoti Manohar Patil,FEMALE,49,GENERAL,BJP,Lotus,110555,456,111011,45.2465283863263,372989
Dhule Rural,3 Rajdip Bhatu Agale,MALE,44,SC,VBA,Gas Cylinder,4199,17,4216,1.71838253575548,372989
Dhule Rural,4 NOTA,,,,NOTA,NOTA,2239,9,2248,0.916253306541348,372989
Dhule Rural,5 Baisane Nandu Sukdeo,MALE,36,SC,BSP,Elephant,1468,3,1471,0.599558991958328,372989
Dhule Rural,6 Dr. Bhupesh Prakash Patil,MALE,36,GENERAL,IND,Tractor Chalata Kissan,826,,826,0.336666028115282,372989
Dhule City,1 Shah Faruk Anwar,MALE,45,GENERAL,AIMIM,Kite,46597,82,46679,28.9317102800263,322026
Dhule City,2 Rajwardhan Raghujirao Kadambande (Rajubaba),MALE,59,GENERAL,IND,Balloon,42973,399,43372,26.8820269985497,322026
Dhule City,3 Anil Anna Gote,MALE,71,GENERAL,LKSGM,Whistle,42056,376,42432,26.2994136678608,322026
Dhule City,4 Hilal Lala Mali,MALE,48,GENERAL,SHS,Bow and Arrow,22267,160,22427,13.900286348254,322026
Dhule City,5 NOTA,,,,NOTA,NOTA,1366,5,1371,0.84974774082384,322026
Dhule City,6 Ravindra Suresh Damodar,MALE,30,SC,BSP,Elephant,1256,8,1264,0.783428989351812,322026
Dhule City,7 Mayur Devidas Ahirrao,MALE,32,GENERAL,IND,Winnower,1033,1,1034,0.640874663757732,322026
Dhule City,8 Gorakh Babanlal Sharma,MALE,44,GENERAL,IND,Key,897,,897,0.555961869816911,322026
Dhule City,9 Mansuri Asif Inayat,MALE,37,GENERAL,SP,Bicycle,798,2,800,0.495841132501147,322026
Dhule City,10 Kulkarni Prachi Girish,FEMALE,48,GENERAL,MNS,Railway Engine,694,6,700,0.433860990938503,322026
Dhule City,11 Hemlata Sunil Sonawane,FEMALE,40,ST,IND,Walking Stick,366,,366,0.226847318119275,322026
Shindkheda,1 Jaykumar Jitendrasinh Rawal,MALE,45,GENERAL,BJP,Lotus,113042,767,113809,56.7433488891548,327082
Shindkheda,2 Bedse Sandeep Tryambakrao,MALE,49,GENERAL,NCP,Clock,70512,382,70894,35.3466156116629,327082
Shindkheda,3 Shanabhau Rambhau Sonawane,MALE,48,GENERAL,IND,Whistle,9346,12,9358,4.66574927206733,327082
Shindkheda,4 Namdeo Rohidas Yelave,MALE,48,ST,VBA,Gas Cylinder,2014,11,2025,1.00963264329305,327082
Shindkheda,5 NOTA,,,,NOTA,NOTA,1815,1,1816,0.905428582824778,327082
Shindkheda,6 Narendra Dharma Patil (Salunkhe),MALE,38,GENERAL,MNS,Railway Engine,1178,7,1185,0.59082206533445,327082
Shindkheda,7 Bhausaheb Namdeo Pawar,MALE,34,SC,BSP,Elephant,1000,5,1005,0.501076941486179,327082
Shindkheda,8 Salim Kasam Pinjari,MALE,60,GENERAL,IND,Sewing Machine,476,,476,0.237325994176539,327082
Shirpur ,1 Kashiram Vechan Pawara,MALE,53,ST,BJP,Lotus,119582,821,120403,56.76923221998,320802
Shirpur ,2 Dr. Jitendra Yuvraj Thakur,MALE,44,ST,IND,Whistle,70947,282,71229,33.5840107123324,320802
Shirpur ,3 Ranjitsingh Bharatsingh Pawara,MALE,57,ST,INC,Hand,7715,39,7754,3.65596062086264,320802
Shirpur ,4 NOTA,,,,NOTA,NOTA,3822,6,3828,1.80487712879317,320802
Shirpur ,5 Prof.Motilal Damu Sonawane,MALE,54,ST,VBA,Gas Cylinder,3503,31,3534,1.66625803896422,320802
Shirpur ,6 Er. Vikas Kalidas Saindane,MALE,30,ST,CPI,Ears of Corn And Sickle,2127,,2127,1.00286668049714,320802
Shirpur ,7 Kishor Daulat Bhil,MALE,37,ST,MEP,Tractor Chalata Kissan,1853,7,1860,0.876977915244328,320802
Shirpur ,8 Sukram Onkar Pawara,MALE,35,ST,BSP,Elephant,1356,1,1357,0.639816683326104,320802
Chopda ,1 LATABAI CHANDRAKANT SONAWANE,FEMALE,48,ST,SHS,Bow and Arrow,77424,713,78137,39.1825211365072,308441
Chopda ,2 JAGDISHCHANDRA RAMESH VALVI,MALE,57,ST,NCP,Clock,57002,606,57608,28.888064267017,308441
Chopda ,3 PRABHAKARAPPA GOTU SONAWANE,MALE,66,ST,IND,Bat,31932,527,32459,16.2768656791263,308441
Chopda ,4 DR. BARELA  CHANDRAKANT JAMSING,MALE,36,ST,IND,Whistle,16984,101,17085,8.56743122486436,308441
Chopda ,5 ADV. YAKUB  SAHEBU TADAVI,MALE,50,ST,BSP,Elephant,5341,28,5369,2.69233469395942,308441
Chopda ,6 MADHURI KISHOR PATIL,FEMALE,43,ST,IND,Road Roller,4269,19,4288,2.15025724859341,308441
Chopda ,7 NOTA,,,,NOTA,NOTA,2166,9,2175,1.09067386093532,308441
Chopda ,8 ISHWARLAL SURESH KOLI (ALIAS NILESH SURESH KOLI),MALE,28,ST,IND,Pressure Cooker,1527,2,1529,0.766731187756371,308441
Chopda ,9 DAGDU FATTU TADAVI,MALE,63,ST,IND,Cup & Saucer,760,8,768,0.38512070124061,308441
Raver,1 CHAUDHARI SHIRISH MADHUKARRAO,MALE,60,GENERAL,INC,Hand,76497,1444,77941,38.3198292985113,293382
Raver,2 HARIBHAU MADHAV JAWALE,MALE,66,GENERAL,BJP,Lotus,61931,401,62332,30.6456370823418,293382
Raver,3 ANIL CHABILDAS CHAWADARI,MALE,50,GENERAL,IND,Television,44733,108,44841,22.0461562665932,293382
Raver,4 HAJI SAYAD MUSHTAK SAYAD KAMARUDDIN,MALE,38,GENERAL,VBA,Gas Cylinder,6695,12,6707,3.29750830891463,293382
Raver,5 VIVEK DEVIDAS THAKARE (BAPU DHOBI),MALE,43,GENERAL,AIMIM,Kite,3543,2,3545,1.74290546520089,293382
Raver,6 GAYASODDIN SADARODDIN KAZI,MALE,65,GENERAL,IND,Almirah,2693,,2693,1.3240181714488,293382
Raver,7 NOTA,,,,NOTA,NOTA,1940,6,1946,0.956754311785876,293382
Raver,8 D. D. WANI (PHOTOGRAPHER),MALE,54,GENERAL,IND,Camera,1333,,1333,0.655371787055793,293382
Raver,9 SANTOSH MADHUKAR DHIVARE,MALE,30,SC,BSP,Elephant,1102,2,1104,0.542783535566088,293382
Raver,10 RAJARAM MADHAV SONAR,MALE,74,GENERAL,IND,Ring,493,,493,0.242384314342465,293382
Raver,11 SANJAY HAMID TADVI,MALE,40,ST,IND,Helicopter,461,,461,0.2266514582391,293382
Bhusawal ,1 Sanjay Waman Sawkare,MALE,50,SC,BJP,Lotus,81043,646,81689,54.2229213960466,307797
Bhusawal ,2 Dr. Madhu Rajesh Manawatkar,FEMALE,44,SC,IND,Stethoscope,28400,275,28675,19.03367982264,307797
Bhusawal ,3 Jagan Deoram Sonawane,MALE,48,SC,NCP,Clock,20190,55,20245,13.4380766524619,307797
Bhusawal ,4 Sunil Dada Surwade,MALE,37,SC,VBA,Gas Cylinder,6833,35,6868,4.55879034078086,307797
Bhusawal ,5 NOTA,,,,NOTA,NOTA,3263,14,3277,2.17518286935627,307797
Bhusawal ,6 Gita Prashant Khachane,FEMALE,27,SC,IND,Helicopter,2153,4,2157,1.43175753713808,307797
Bhusawal ,7 Nilesh Amrut Suralkar,MALE,32,SC,MNS,Railway Engine,2085,10,2095,1.39060363481886,307797
Bhusawal ,8 Satish Bhika Ghule,MALE,47,SC,IND,Television,1571,1,1572,1.04345055557768,307797
Bhusawal ,9 Rakesh Sahebrao Wakade,MALE,34,SC,BSP,Elephant,970,,970,0.643859439510401,307797
Bhusawal ,10 Yamuna Dagadu Rote,FEMALE,65,SC,IND,Auto- Rickshaw,916,1,917,0.608679490753648,307797
Bhusawal ,11 Kailash Gopal Ghule,MALE,40,SC,IUML,Cup & Saucer,881,1,882,0.585447449121829,307797
Bhusawal ,12 Ajay Jivram Ingle,MALE,25,SC,BMUP,Cot,805,1,806,0.53500073014988,307797
Bhusawal ,13 Nilesh Raju Devghatole,MALE,30,SC,IND,Football,501,,501,0.332550081644032,307797
Jalgaon City,1 Suresh Damu Bhole (Rajumama),MALE,54,GENERAL,BJP,Lotus,112569,741,113310,62.2148281144476,401328
Jalgaon City,2 Abhishek shantaram patil,MALE,33,GENERAL,NCP,Clock,48211,253,48464,26.6100029100573,401328
Jalgaon City,3 Shafi A. Nabi Shaikh,MALE,65,GENERAL,VBA,Gas Cylinder,6309,21,6330,3.47559669900674,401328
Jalgaon City,4 NOTA,,,,NOTA,NOTA,4966,32,4998,2.74423891021101,401328
Jalgaon City,5 Adv. Jamil Abdul Rauf Deshpande,MALE,51,GENERAL,MNS,Railway Engine,3457,24,3481,1.9113036507492,401328
Jalgaon City,6 Ashok Shridhar Shimpi,MALE,50,GENERAL,BSP,Elephant,1209,5,1214,0.666567834533046,401328
Jalgaon City,7 Shivram Magar Patil,MALE,61,GENERAL,IND,CCTV Camera,1165,4,1169,0.641859801127784,401328
Jalgaon City,8 Vandana Prabhakar Patil,FEMALE,53,GENERAL,MAHKRS,DIAMOND,909,,909,0.499102274786275,401328
Jalgaon City,9 Lalit (BANTY) Gaurishankar Sharma,MALE,35,GENERAL,IND,Batsman,501,,501,0.275082771911908,401328
Jalgaon City,10 ANIL PITAMBAR WAGH (SIR),MALE,49,SC,IND,Laptop,416,4,420,0.230608311782437,401328
Jalgaon City,11 Prof. Dr. ASHISH S. JADHAV (HAPPY MIRROR),MALE,36,GENERAL,IND,Almirah,387,3,390,0.214136289512263,401328
Jalgaon City,12 Maya Budha Ahire,FEMALE,37,SC,IND,Helicopter,373,1,374,0.205351210968171,401328
Jalgaon City,13 Gokul Ramesh Chavan,MALE,30,SC,IND,FLUTE,363,1,364,0.199860536878112,401328
Jalgaon City,14 Surwade Gaurav Damodar,MALE,35,SC,BMUP,Cot,203,,203,0.111460684028178,401328
Jalgaon Rural,1 GULABRAO RAGHUNATH PATIL,MALE,53,GENERAL,SHS,Bow and Arrow,105261,534,105795,53.3340391101163,315672
Jalgaon Rural,2 ATTARADE CHANDRASHEKHAR PRAKASH,MALE,42,GENERAL,IND,Tractor Chalata Kissan,58724,342,59066,29.7767224734452,315672
Jalgaon Rural,3 PUSHPA DNYANESHWAR MAHAJAN,FEMALE,45,GENERAL,NCP,Clock,17892,70,17962,9.05511612548711,315672
Jalgaon Rural,4 DESHMUKH JITENDRA BABURAO (RAVI BHAU),MALE,47,GENERAL,IND,Whistle,5822,8,5830,2.93905617479066,315672
Jalgaon Rural,5 MUKUNDA ANANDA ROTE,MALE,40,GENERAL,MNS,Railway Engine,2631,4,2635,1.32837273080161,315672
Jalgaon Rural,6 NOTA,,,,NOTA,NOTA,2381,1,2382,1.20082878359371,315672
Jalgaon Rural,7 PRADIP BHIMRAO MOTIRAYA,MALE,30,SC,IND,Auto- Rickshaw,1362,,1362,0.686619984573736,315672
Jalgaon Rural,8 SAMBHAJI KADU KOLI,MALE,35,GENERAL,IND,Cup & Saucer,1129,,1129,0.569158562836819,315672
Jalgaon Rural,9 SANJAY PANNALAL BAVISKAR (KOLI),MALE,41,GENERAL,BSP,Elephant,903,2,905,0.456234277561844,315672
Jalgaon Rural,10 DILIP RAJARAM PATIL (KADGAONKAR),MALE,62,GENERAL,PWPI,Cart,629,,629,0.31709542606232,315672
Jalgaon Rural,11 LAXMAN GANGARAM PATIL (LUCKY TAILOR),MALE,56,GENERAL,IND,Football,357,,357,0.179973079656993,315672
Jalgaon Rural,12 SONAWANE ISHWAR UTTAM,MALE,41,ST,IND,Bat,311,,311,0.156783271073739,315672
Amalner,1 Anil Bhaidas Patil,MALE,51,GENERAL,NCP,Clock,92641,1116,93757,50.705223194488,293648
Amalner,2 Shirish Dada Hiralal Chaudhari,MALE,49,GENERAL,BJP,Lotus,84121,1042,85163,46.0574562209988,293648
Amalner,3 Shravan Dharma Vanjari,MALE,44,GENERAL,VBA,Gas Cylinder,1898,11,1909,1.03241647107179,293648
Amalner,4 NOTA,,,,NOTA,NOTA,1500,3,1503,0.812845445794079,293648
Amalner,5 Anil (Daji) Bhaidas Patil,MALE,38,GENERAL,IND,Carrom Board,1058,3,1061,0.573805068521303,293648
Amalner,6 Ankalesh Machindra Patil,MALE,43,GENERAL,MNS,Railway Engine,520,8,528,0.28555049592766,293648
Amalner,7 Ramkrishna Vijay Bansode (Bhaiyasaheb),MALE,35,SC,BSP,Elephant,493,5,498,0.269326035931771,293648
Amalner,8 Sandip Yuvraj Patil,MALE,30,GENERAL,IND,Whistle,487,,487,0.263377067266611,293648
Erandol,1 CHIMANRAO RUPCHAND PATIL,MALE,69,GENERAL,SHS,Bow and Arrow,81977,673,82650,46.3349684653119,280441
Erandol,2 ANNASAHEB DR. SATISH BHASKARRAO PATIL,MALE,61,GENERAL,NCP,Clock,63995,653,64648,36.2427470217239,280441
Erandol,3 SHIROLE GOVIND EKNATH,MALE,57,GENERAL,IND,Whistle,24503,84,24587,13.7838822704975,280441
Erandol,4 GAUTAM MADHUKAR PAWAR,MALE,41,GENERAL,VBA,Gas Cylinder,2291,12,2303,1.29110021023125,280441
Erandol,5 NOTA,,,,NOTA,NOTA,1992,3,1995,1.11843027330063,280441
Erandol,6 RAHUL RAGHUNATH PATIL,MALE,30,GENERAL,IND,Bat,791,2,793,0.444569025928521,280441
Erandol,7 SANJAY LAXMAN LOKHANDE,MALE,48,GENERAL,BSP,Elephant,634,1,635,0.355991590749825,280441
Erandol,8 PROF. PRATAPRAO RAMDAS PAWAR,MALE,68,GENERAL,IND,Tractor Chalata Kissan,506,,506,0.283672039243167,280441
Erandol,9 ABASAHEB CHIMANRAO PATIL,MALE,40,GENERAL,IND,Sewing Machine,257,1,258,0.144639103013315,280441
Chalisgaon,1 Mangesh Ramesh Chavan,MALE,36,GENERAL,BJP,Lotus,85286,1229,86515,39.6943377700697,345660
Chalisgaon,2 Deshmukh Rajiv Anil,MALE,48,GENERAL,NCP,Clock,81288,940,82228,37.7273999440246,345660
Chalisgaon,3 Morsing Gopa Rathod,MALE,45,GENERAL,VBA,Gas Cylinder,38361,68,38429,17.631782999087,345660
Chalisgaon,4 Dr.Vinod Murlidhar Kotkar,MALE,42,GENERAL,IND,Balloon,4533,84,4617,2.11834661601354,345660
Chalisgaon,5 NOTA,,,,NOTA,NOTA,1671,6,1677,0.769431941748909,345660
Chalisgaon,6 Rakesh Lalchand Jadhav,MALE,62,GENERAL,MNS,Railway Engine,1394,5,1399,0.641881506563342,345660
Chalisgaon,7 Onkar Pitambar Kedar,MALE,38,SC,BSP,Elephant,1300,1,1301,0.596917684087854,345660
Chalisgaon,8 Vinod Madhav Sonawane,MALE,61,SC,IND,Air Conditioner,1005,,1005,0.461108587631278,345660
Chalisgaon,9 Umesh Prakash Karpe,MALE,37,GENERAL,IND,Table,779,3,782,0.358792950773791,345660
Pachora,1 Kishor Appa Patil,MALE,49,GENERAL,SHS,Bow and Arrow,74742,957,75699,37.5832228659944,315444
Pachora,2 Amol Panditrao Shinde,MALE,41,GENERAL,IND,Cup & Saucer,73146,469,73615,36.5485534984634,315444
Pachora,3 Dilip Onkar Wagh,MALE,54,GENERAL,NCP,Clock,44422,539,44961,22.3223461773336,315444
Pachora,4 Naresh Pandit Patil,MALE,44,GENERAL,VBA,Gas Cylinder,3193,21,3214,1.59569450443607,315444
Pachora,5 NOTA,,,,NOTA,NOTA,1716,8,1724,0.855935695596697,315444
Pachora,6 Rajendra Suresh Chaudhari (Rana),MALE,34,GENERAL,IND,Helicopter,947,,947,0.470168853671736,315444
Pachora,7 Santosh Fakira More,MALE,35,SC,BSP,Elephant,659,10,669,0.332146740344658,315444
Pachora,8 Mango Pundalik Pagare,MALE,53,SC,BAHUMP,Whistle,588,,588,0.29193166415943,315444
Jamner	,1 Girish Dattatraya Mahajan,MALE,59,GENERAL,BJP,Lotus,113765,949,114714,54.9488659497521,308952
Jamner	,2 Sanjay Bhaskarrao Garud,MALE,59,GENERAL,NCP,Clock,79022,678,79700,38.1768974684454,308952
Jamner	,3 Bhimrao Namdeo Chavan,MALE,41,GENERAL,VBA,Gas Cylinder,6452,19,6471,3.09965750964003,308952
Jamner	,4 Vijay Jagan Tanvar,MALE,41,GENERAL,RaJPa,Cauliflower,2118,,2118,1.01453787751778,308952
Jamner	,5 NOTA,,,,NOTA,NOTA,2097,8,2105,1.00831078006371,308952
Jamner	,6 ?Dr. Vijayanand Arun Kulkarni,MALE,52,GENERAL,MNS,Railway Engine,1435,4,1439,0.689291787416473,308952
Jamner	,7 Shaktivardhan Shantaram Surwade,MALE,35,SC,BSP,Elephant,668,5,673,0.322372045122506,308952
Jamner	,8 Gajanan Ramkrushna Mali,MALE,33,GENERAL,IND,Whistle,659,,659,0.315665940171964,308952
Jamner	,9 Pavan Pandurang Bande,MALE,28,GENERAL,IND,Cup & Saucer,513,1,514,0.246209853184202,308952
Jamner	,10 Vasant Ramu Ingale,MALE,26,GENERAL,IND,Bat,372,,372,0.178190788685843,308952
Muktainagar ,1 Chandrakant Nimba Patil,MALE,46,GENERAL,IND,Tractor Chalata Kissan,90698,394,91092,46.4234023035368,290175
Muktainagar ,2 Khadse Rohini Eknathrao,FEMALE,36,GENERAL,BJP,Lotus,88367,768,89135,45.4260523901743,290175
Muktainagar ,3 Rahul Ashok Patil,MALE,31,GENERAL,VBA,Gas Cylinder,9715,36,9751,4.96942207726022,290175
Muktainagar ,4 NOTA,,,,NOTA,NOTA,1805,1,1806,0.920395474467435,290175
Muktainagar ,5 Bhagawan Damu Ingale,MALE,59,SC,BSP,Elephant,1583,2,1585,0.807766792375904,290175
Muktainagar ,6 Sanju Kadu Ingale,MALE,38,SC,BMUP,Cot,1401,2,1403,0.715013760065233,290175
Muktainagar ,7 Jyoti Mahendra Patil,FEMALE,26,GENERAL,IND,Spanner,888,,888,0.452553256548772,290175
Muktainagar ,8 Sanjay Pralhad Kandelkar,MALE,45,GENERAL,IND,Cup & Saucer,560,,560,0.285393945571298,290175
Malkapur,1 Ekade Rajesh Panditrao,MALE,54,GENERAL,INC,Hand,85576,700,86276,46.3221871442991,268718
Malkapur,2 Chainsukh Madanlal Sancheti,MALE,65,GENERAL,BJP,Lotus,71352,540,71892,38.5993170543135,268718
Malkapur,3 Dr. Nandurkar Nitin Vasantrao,MALE,53,GENERAL,VBA,Gas Cylinder,12476,73,12549,6.73764577024676,268718
Malkapur,4 Gawhad Vijay Pralhad,MALE,35,GENERAL,IND,Bangles,9868,8,9876,5.30249339604407,268718
Malkapur,5 NOTA,,,,NOTA,NOTA,1849,5,1854,0.995425552477289,268718
Malkapur,6 Pramod Yadav Tayade,MALE,35,SC,BSP,Elephant,1015,6,1021,0.548182032944613,268718
Malkapur,7 Ab. Majid Qureshi Ab. Kadir,MALE,65,GENERAL,IND,Slate,620,13,633,0.339862122285935,268718
Malkapur,8 Baliram Krushna Dhade,MALE,28,GENERAL,IND,Cup & Saucer,599,1,600,0.322144191740223,268718
Malkapur,9 Shaikh Aabid Shaikh Bashir,MALE,37,GENERAL,IND,Bat,539,2,541,0.290466679552434,268718
Malkapur,10 Avkash Kailas Borse,MALE,26,GENERAL,IND,Whistle,460,4,464,0.249124841612439,268718
Malkapur,11 Pravin Ramesh Gawande,MALE,37,GENERAL,IND,Auto- Rickshaw,309,1,310,0.166441165732449,268718
Malkapur,12 Datta Gajanan Yenkar,MALE,25,GENERAL,IND,Ludo,235,1,236,0.126710048751154,268718
Buldhana,1 SANJAY RAMBHAU GAIKWAD,MALE,53,GENERAL,SHS,Bow and Arrow,67038,747,67785,37.8268730677798,306272
Buldhana,2 VIJAY HARIBHAU SHINDE,MALE,54,GENERAL,VBA,Gas Cylinder,41173,537,41710,23.2759294188551,306272
Buldhana,3 HARSHWARDHAN SAPKAL,MALE,51,GENERAL,INC,Hand,30810,506,31316,17.4756414692128,306272
Buldhana,4 YOGENDRA RAJENDRA GODE,MALE,51,GENERAL,IND,Spanner,29671,272,29943,16.7094498822531,306272
Buldhana,5 MOHD. SAJJAD ABDUL KHALIK,MALE,50,GENERAL,AIMIM,Kite,3762,30,3792,2.11609504570364,306272
Buldhana,6 ABDUL RAJJAK ABDUL SATTAR,MALE,56,GENERAL,BSP,Elephant,2909,5,2914,1.62613422024799,306272
Buldhana,7 NOTA,,,,NOTA,NOTA,1072,16,1088,0.607149633366444,306272
Buldhana,8 VIJAY RAMKRUSHNA KALE,MALE,49,GENERAL,IND,Air Conditioner,647,3,650,0.362727262581056,306272
Chikhli,1 SHWETA VIDYADHAR MAHALE,FEMALE,36,GENERAL,BJP,Lotus,92760,755,93515,48.1584286906098,295018
Chikhli,2 BONDRE RAHUL SIDDHAVINAYAK,MALE,49,GENERAL,INC,Hand,86072,633,86705,44.6514095024256,295018
Chikhli,3 ASHOK SHIVSINGH SURADKAR,MALE,55,GENERAL,VBA,Gas Cylinder,9605,56,9661,4.97522942394249,295018
Chikhli,4 PARVEEN BI SAYYED HARUN,FEMALE,45,GENERAL,BSP,Elephant,1105,4,1109,0.571113697459085,295018
Chikhli,5 NOTA,,,,NOTA,NOTA,1030,5,1035,0.533005118909065,295018
Chikhli,6 DEVANAND PANDURANG GAWAI,MALE,49,SC,IND,Auto- Rickshaw,550,1,551,0.283754415960285,295018
Chikhli,7 RAJENDRA VISHVANATH JAWANJAL,MALE,45,GENERAL,IND,Cup & Saucer,506,1,507,0.261095261146759,295018
Chikhli,8 ABDUL SALIM ABDUL NOORMOHAMMAD MEMAN,MALE,50,GENERAL,IND,Almirah,415,,415,0.213717028354842,295018
Chikhli,9 DADARAO SHRIRAM PADGHAN,MALE,42,GENERAL,IND,Spanner,274,,274,0.141104736793318,295018
Chikhli,10 IMRAN KHAN UMAR KHAN,MALE,35,GENERAL,IND,Bat,226,,226,0.116385658814926,295018
Chikhli,11 DAGDUBA SHANKAR SALVE,MALE,55,SC,IND,Tractor Chalata Kissan,184,,184,0.0947564655838337,295018
Sindkhed Raja,1 DR. RAJENDRA BHASKARRAO SHINGANE,MALE,58,GENERAL,NCP,Clock,80808,893,81701,40.5836624195912,312571
Sindkhed Raja,2 Khedekar Dr.Shashikant Narsingrao,MALE,62,GENERAL,SHS,Bow and Arrow,72011,752,72763,36.1438541589052,312571
Sindkhed Raja,3 SAVITA SHIVAJI MUNDHE,FEMALE,42,GENERAL,VBA,Gas Cylinder,39617,258,39875,19.8072672180414,312571
Sindkhed Raja,4 NOTA,,,,NOTA,NOTA,1615,1,1616,0.802722102178178,312571
Sindkhed Raja,5 SHIVSHANKAR DATTATRAY WAYAL,MALE,32,GENERAL,BSP,Elephant,1311,4,1315,0.65320517596801,312571
